id,entity string
16117,concept:company:reader__s_digest
16118,concept:landscapefeatures:battle
16119,concept:city:greater_san_francisco
16120,concept:company:entrust
16121,concept:automobilemaker:gm
16122,concept:university:usc
16123,concept:landscapefeatures:magnolia
16124,concept:musicalbum:palace
16125,concept:biotechcompany:deutsche_telekom_ag
16126,concept:city:port_huron
16127,concept:company:flickr_map
16128,concept:traditionalgame:horseshoe_casino
16129,concept:stateorprovince:northern_state
16130,concept:company:getty_images
16131,concept:city:aruba
16132,concept:mlalgorithm:design
16133,concept:politicalparty:conservatives
16134,concept:city:oxford
16135,concept:journalist:maureen_dowd
16136,concept:invertebrate:mammals
16137,concept:clothing:nylon_shorts
16138,concept:coach:draper
16139,concept:company:register
16140,concept:vertebrate:hen_harriers
16141,concept:televisionstation:kxln
16142,concept:sportsteam:oklahoma_city_thunder
16143,concept:county:orange_county
16144,concept:visualizablething:sea
16145,concept:city:paro
16146,concept:book:six
16147,concept:landscapefeatures:scenery
16148,concept:female:alison_krauss
16149,concept:jobposition:anchor
16150,concept:company:cnn__the_new_york
16151,concept:city:towns
16152,concept:profession:lifeguards
16153,concept:sportsteam:former_new_york_jets
16154,concept:language:dutch_language
16155,concept:airport:laguardia
16156,concept:ceo:webpage
16157,concept:company:wncf_tv
16158,concept:criminal:articles_9_ways
16159,concept:company:chronicle_of_higher_education
16160,concept:person:cam_newton
16161,concept:musicartist:fan
16162,concept:newspaper:pittsburgh_post_gazette
16163,concept:ceo:robin_li
16164,concept:book:world_trade_center
16165,concept:clothing:swimsuit
16166,concept:televisionstation:wdtn
16167,concept:visualartform:intake
16168,concept:militaryeventtype:attacks
16169,concept:blog:prospect_magazine
16170,concept:website:linux
16171,concept:hobby:drinking
16172,concept:visualizablescene:niceville
16173,concept:athlete:don_burke
16174,concept:politicalparty:first_page
16175,concept:geopoliticalorganization:golden_valley
16176,concept:company:wikileaks
16177,concept:river:sediment
16178,concept:journalist:brit_hume
16179,concept:publication:findlaw_com
16180,concept:language:dzongkha
16181,concept:clothing:flowered_shirt
16182,concept:hobby:n5_6
16183,concept:company:lan_peru
16184,concept:profession:management_officials
16185,concept:location:place_one
16186,concept:clothing:wool_dress
16187,concept:sportsteam:southern_mississippi_usm_golden_eagles
16188,concept:televisionstation:wtte
16189,concept:stateorprovince:schleswig_holstein
16190,concept:personmexico:bill_self
16191,concept:book:links
16192,concept:company:knxv_tv
16193,concept:sportsteam:texas_southern
16194,concept:hotel:catamaran_resort
16195,concept:personus:paramount_pictures
16196,concept:county:gainesville
16197,concept:charactertrait:safety
16198,concept:transportation:haven_line
16199,concept:city:el_cajon
16200,concept:restaurant:bed
16201,concept:clothing:nice_sweaters
16202,concept:hospital:columbia_university
16203,concept:stateorprovince:eu
16204,concept:person:sports
16205,concept:blog:mtv
16206,concept:company:kedt
16207,concept:clothing:blue_polo_shirt
16208,concept:city:annapolis
16209,concept:athlete:patrick_ryan
16210,concept:weapon:targets
16211,concept:televisionstation:krxi
16212,concept:geopoliticallocation:angelo
16213,concept:musicalbum:autumn
16214,concept:person:anderson_cooper
16215,concept:clothing:black_mini_skirt
16216,concept:shoppingmall:colonial_park
16217,concept:company:kemv
16218,concept:weapon:first_aid_kit
16219,concept:skyscraper:urban_centers
16220,concept:person:miller
16221,concept:city:soledad
16222,concept:personcanada:steve_harwell
16223,concept:city:alghero
16224,concept:city:american_city
16225,concept:bodypart:one_part
16226,concept:governmentorganization:roll_call
16227,concept:clothing:brown_suit
16228,concept:eventoutcome:basis
16229,concept:city:hillsboro
16230,concept:videogame:loch_ness
16231,concept:company:bell_atlantic
16232,concept:musicartist:npr
16233,concept:company:khrr_tv
16234,concept:male:noon
16235,concept:academicfield:addiction_psychiatry
16236,concept:city:avon
16237,concept:profession:division
16238,concept:time:n9_00_pm
16239,concept:city:lamont
16240,concept:transportation:passengers
16241,concept:radiostation:montgomery
16242,concept:televisionstation:wpta
16243,concept:person:robert_crandall
16244,concept:journalist:gerry_callahan
16245,concept:stateorprovince:shops
16246,concept:organization:major_institution
16247,concept:island:sheboygan
16248,concept:nondiseasecondition:oil
16249,concept:company:wgbh_tv
16250,concept:clothing:white_shorts
16251,concept:politician:colin_hay
16252,concept:stateorprovince:guilan
16253,concept:city:new_york_next_month
16254,concept:vertebrate:rhinoceros
16255,concept:website:palo_alto
16256,concept:mollusk:copyright
16257,concept:musicinstrument:arts_high_school
16258,concept:criminal:gay_marriage
16259,concept:politicianus:nominee_barack_obama
16260,concept:ceo:bill_gross
16261,concept:nonneginteger:n35
16262,concept:publication:jazz_times
16263,concept:politicsblog:des_moines_register
16264,concept:landscapefeatures:variety
16265,concept:comedian:thomas_tull
16266,concept:academicfield:goods
16267,concept:city:puebla
16268,concept:magazine:premiere
16269,concept:sportsteam:cmu_mavericks
16270,concept:musicsong:funds
16271,concept:organization:producing_organizations_ontario_ministry
16272,concept:clothing:green_dress
16273,concept:visualizablething:boston_massachusetts
16274,concept:visualizableattribute:little_silver
16275,concept:coach:knute_rockne
16276,concept:county:martin_county
16277,concept:vertebrate:burros
16278,concept:stateorprovince:mp
16279,concept:sportsteam:umass_minutemen_mens_basketball
16280,concept:stadiumoreventvenue:north_beach
16281,concept:vein:forage
16282,concept:blog:wheels
16283,concept:stadiumoreventvenue:heard_museum
16284,concept:geopoliticallocation:cedar_rapids_iowa_city
16285,concept:personus:jane_brody
16286,concept:hotel:econo_lodge___suites
16287,concept:journalist:norah_o_donnell
16288,concept:reptile:lovers
16289,concept:amphibian:potato
16290,concept:visualizablescene:pools
16291,concept:geopoliticalorganization:marshall_islands
16292,concept:hotel:new_york_marriott_downtown
16293,concept:ceo:robert_stevens
16294,concept:stateorprovince:missouri
16295,concept:organization:tsu
16296,concept:city:trussville
16297,concept:person:rosa_parks
16298,concept:emotion:mother
16299,concept:televisionstation:wtvr_tv
16300,concept:politicianus:steven_wilson
16301,concept:journalist:joe_biddle
16302,concept:website:kenya
16303,concept:musician:jackson_browne
16304,concept:musicartist:hunters___collectors
16305,concept:city:muskogee
16306,concept:musicalbum:innovator
16307,concept:city:nature
16308,concept:currency:yen
16309,concept:stadiumoreventvenue:ej_nutter_center
16310,concept:terroristorganization:_
16311,concept:musician:depeche_mode
16312,concept:company:entertainment_weekly001
16313,concept:city:pamplona
16314,concept:stateorprovince:maine_et_loire
16315,concept:organization:share_on_facebook_share
16316,concept:hotel:hilton_los_angeles_airport
16317,concept:university:fairbanks
16318,concept:organization:body_mass_index
16319,concept:vertebrate:immunity
16320,concept:musicartist:richmond
16321,concept:mldataset:n2
16322,concept:politicsblog:contents
16323,concept:stateorprovince:saint_helena
16324,concept:mammal:possums
16325,concept:televisionstation:khou
16326,concept:sportsteam:puget_sound_loggers
16327,concept:company:mgm_mirage
16328,concept:clothing:skirts
16329,concept:city:el_real
16330,concept:musicsong:legend
16331,concept:clothing:ankle_length_skirt
16332,concept:clothing:watch
16333,concept:model:daryn_kagan
16334,concept:radiostation:wcet
16335,concept:vegetable:raisins
16336,concept:stateorprovince:charente_maritime
16337,concept:academicfield:naturopathic_medical_certification
16338,concept:chemical:systems
16339,concept:ceo:ron_perelman
16340,concept:geopoliticalorganization:maplewood
16341,concept:kitchenitem:tissue
16342,concept:city:theatre
16343,concept:politicsblog:sacramento_bee
16344,concept:musician:steve_marriott
16345,concept:blog:paper
16346,concept:musician:johnny_rotten
16347,concept:country:tanzania
16348,concept:vegetable:fresh_tomatoes
16349,concept:city:porto_novo
16350,concept:automobilemaker:american_motors
16351,concept:physicsterm:weight
16352,concept:stadiumoreventvenue:pacific_bell_park
16353,concept:city:weimar
16354,concept:attraction:art
16355,concept:agriculturalproduct:beets
16356,concept:politician:edward_johnson
16357,concept:island:chief
16358,concept:animal:llamas
16359,concept:physicalaction:manufacturer
16360,concept:personcanada:lawrence_ellison
16361,concept:writer:edmund_l__andrews
16362,concept:company:accenture
16363,concept:company:hsbc
16364,concept:company:christian_science_monitor
16365,concept:politician:michael_pearson
16366,concept:mammal:small_ruminants
16367,concept:mountain:murray_hill
16368,concept:geometricshape:object
16369,concept:female:detectives
16370,concept:room:ground
16371,concept:hobby:seafood
16372,concept:biotechcompany:transalta
16373,concept:beach:naples
16374,concept:politicianus:senators_john_mccain
16375,concept:ceo:rem_vyakhirev
16376,concept:artery:reporter
16377,concept:geopoliticalorganization:kunia
16378,concept:city:sun_city_center
16379,concept:bathroomitem:equipment_supplier
16380,concept:city:lanzhou
16381,concept:stadiumoreventvenue:merkin_concert_hall
16382,concept:ceo:biz_stone
16383,concept:blog:entertainment_weekly
16384,concept:musicalbum:movies
16385,concept:physicalcharacteristic:business_tools
16386,concept:musician:patsy_cline
16387,concept:company:whoi_tv
16388,concept:televisionshow:tribune
16389,concept:website:espn_com
16390,concept:animal:pet_rats
16391,concept:clothing:red_bowtie
16392,concept:sportsteam:sacramento_st__hornets
16393,concept:televisionstation:wdsu
16394,concept:televisionstation:krex_tv
16395,concept:sportsteam:holy_cross_crusaders
16396,concept:city:hartselle
16397,concept:clothing:tube_top
16398,concept:geopoliticalorganization:bankruptcy
16399,concept:governmentorganization:comptroller
16400,concept:company:blue_panorama_airlines
16401,concept:personafrica:george_bush
16402,concept:year:n1873
16403,concept:politicsblog:press_release
16404,concept:stadiumoreventvenue:at_t_center
16405,concept:city:baracoa
16406,concept:bank:ups_second_day
16407,concept:academicfield:area_information
16408,concept:book:remainder
16409,concept:ceo:jeffrey_immelt
16410,concept:geopoliticallocation:moab
16411,concept:bank:paypal_checkout
16412,concept:person:richard
16413,concept:magazine:bazaar
16414,concept:musicsong:xanadu
16415,concept:organization:state_division
16416,concept:politicsissue:processes
16417,concept:automobilemaker:trafic
16418,concept:coach:florida_international
16419,concept:animal:dogs_protocol
16420,concept:creativework:art_water
16421,concept:company:cnn__fox
16422,concept:televisionstation:wcyb
16423,concept:televisionstation:star_tribune
16424,concept:website:service_website
16425,concept:country:british_honduras
16426,concept:company:goldman_sachs
16427,concept:company:facebook_chat
16428,concept:geopoliticallocation:victorville
16429,concept:personaustralia:colin_powell
16430,concept:geopoliticalorganization:ivory_coast
16431,concept:magazine:washingtonian_magazine
16432,concept:jobposition:cop
16433,concept:company:mtv_networks
16434,concept:clothing:corduroy_pants
16435,concept:city:tata
16436,concept:geopoliticallocation:nice
16437,concept:automobilemaker:chrysler_llc
16438,concept:medicalprocedure:rinse
16439,concept:visualizablescene:dickson_city
16440,concept:actor:paramount
16441,concept:city:port_charlotte
16442,concept:hallwayitem:basement
16443,concept:visualizablething:measures
16444,concept:ceo:charles_dolan
16445,concept:trainstation:pentagon
16446,concept:geopoliticalorganization:north_las_vegas
16447,concept:company:wnjx
16448,concept:animal:peacocks
16449,concept:fish:echinoderms
16450,concept:clothing:undershirts
16451,concept:geopoliticalorganization:woodstown
16452,concept:televisionstation:kuen
16453,concept:blog:wwny_tv
16454,concept:company:cnn__la
16455,concept:hotel:fairmont_chicago
16456,concept:visualizablescene:queenstown
16457,concept:male:volvo
16458,concept:clothing:smock
16459,concept:city:newcastle
16460,concept:bird:curlews
16461,concept:radiostation:kget
16462,concept:personus:endy_chavez
16463,concept:sportsteam:fiu_golden_panthers
16464,concept:city:sarasota
16465,concept:island:gulf_breeze
16466,concept:city:club
16467,concept:clothing:clothes
16468,concept:city:hayward
16469,concept:country:modern_day_poland
16470,concept:radiostation:tucson
16471,concept:biotechcompany:honda_motor_company
16472,concept:magazine:the_nation
16473,concept:city:point
16474,concept:televisionstation:wole
16475,concept:transportation:usps_global_priority
16476,concept:island:iceland
16477,concept:governmentorganization:court_judge
16478,concept:university:florida
16479,concept:sportsteam:cornhuskers
16480,concept:criminal:authorities
16481,concept:language:hungarian
16482,concept:musicartist:alkaline_trio
16483,concept:politicsblog:cleveland_plain_dealer
16484,concept:musicartist:the_kills
16485,concept:mldataset:dec
16486,concept:televisionnetwork:pbs
16487,concept:company:catholic_relief_services
16488,concept:politicianus:tonie_nathan
16489,concept:animal:san_jose
16490,concept:clothing:blue_blouse
16491,concept:personmexico:brandon_turner
16492,concept:building:america
16493,concept:person:julius_nyerere
16494,concept:ceo:tim_cook
16495,concept:visualizablescene:southaven
16496,concept:politicaloffice:law_specialist
16497,concept:clothing:white_blouses
16498,concept:city:mdina
16499,concept:website:feature
16500,concept:criminal:restart
16501,concept:televisionstation:wcmh
16502,concept:buildingfeature:organizations
16503,concept:city:camrose
16504,concept:landscapefeatures:housing
16505,concept:organization:world_cup_side
16506,concept:personalcareitem:n7_0
16507,concept:coach:roberto_luongo
16508,concept:ethnicgroup:wichita
16509,concept:academicfield:facility_design
16510,concept:geopoliticallocation:daly_city
16511,concept:company:austrian_airlines
16512,concept:attraction:mirage
16513,concept:city:san_ramon
16514,concept:organization:sunderland
16515,concept:politicianus:then_president_bill_clinton
16516,concept:person:greg_gutfeld
16517,concept:personus:michael_young
16518,concept:stateorprovince:brian_williams
16519,concept:politicianus:joe_lieberman
16520,concept:sportsteam:barcelona_dragons
16521,concept:bedroomitem:ceiling
16522,concept:website:tumblr
16523,concept:televisionstation:kawb
16524,concept:emotion:thought
16525,concept:attraction:fort_payne
16526,concept:eventoutcome:huge_impact
16527,concept:emotion:talent
16528,concept:county:elkins
16529,concept:visualizablescene:kentwood
16530,concept:musicalbum:possibilities
16531,concept:book:leadership
16532,concept:company:wdio
16533,concept:reptile:african
16534,concept:company:miami_herald
16535,concept:city:bullhead_city
16536,concept:clothing:purple_pants
16537,concept:biotechcompany:us_airways_group
16538,concept:beverage:vineyards
16539,concept:city:topeka
16540,concept:city:eric
16541,concept:city:arras
16542,concept:televisionstation:fox_2
16543,concept:journalist:dan_barry
16544,concept:country:bhutan
16545,concept:personmexico:brian_murphy
16546,concept:company:newsletter
16547,concept:programminglanguage:linus_torvalds
16548,concept:county:dixie_county
16549,concept:automobilemaker:bmw__lexus
16550,concept:geopoliticallocation:mackinaw_city
16551,concept:personeurope:timothy_martin
16552,concept:company:kvie
16553,concept:person:showcase
16554,concept:animal:version_dog
16555,concept:vegetable:steamed_vegetables
16556,concept:city:county_kildare
16557,concept:programminglanguage:equivalent
16558,concept:newspaper:centurytel
16559,concept:mlalgorithm:sas_
16560,concept:geopoliticallocation:fort_morgan
16561,concept:animal:racoons
16562,concept:eventoutcome:employment
16563,concept:stadiumoreventvenue:copps_coliseum
16564,concept:insect:whitefly
16565,concept:city:bombay
16566,concept:city:beaune
16567,concept:stateorprovince:eastern_finland
16568,concept:company:kfph
16569,concept:perceptionaction:pope
16570,concept:athlete:frank_chapman
16571,concept:publication:london_guardian
16572,concept:politicsblog:traverse_city_record_eagle
16573,concept:bank:regions
16574,concept:clothing:same_jeans
16575,concept:hallwayitem:garage
16576,concept:restaurant:recycling
16577,concept:planet:ocean
16578,concept:county:n17_years
16579,concept:clothing:hooded_jacket
16580,concept:awardtrophytournament:orlando_magic
16581,concept:city:citadel
16582,concept:personus:halle_berry
16583,concept:clothing:swim_trunks
16584,concept:university:tmcc
16585,concept:vegetable:guarantees
16586,concept:city:nsw
16587,concept:hotel:driskill
16588,concept:person:new
16589,concept:personus:warren_buffet
16590,concept:programminglanguage:names
16591,concept:person:bill_gates
16592,concept:clothing:beige_shirt
16593,concept:clothing:summer_clothing
16594,concept:politicsblog:score
16595,concept:professionalorganization:british_olympic_association
16596,concept:person:guy_kozowyk
16597,concept:location:beautiful_location
16598,concept:clothing:tees
16599,concept:product:realmac_software_limited
16600,concept:musicinstrument:drummer
16601,concept:mammal:elephants
16602,concept:politicsblog:the_standard
16603,concept:university:state_university
16604,concept:person:meyer001
16605,concept:televisionstation:knbn_tv
16606,concept:sport:area_agencies
16607,concept:winery:healdsburg
16608,concept:company:second_life
16609,concept:highway:first_place
16610,concept:geopoliticalorganization:iwate_prefecture
16611,concept:newspaper:wsil_tv
16612,concept:language:yiddish
16613,concept:island:tierra_verde
16614,concept:clothing:button_front_shirt
16615,concept:animal:herbivorous_animals
16616,concept:mldataset:community
16617,concept:bird:hornets
16618,concept:sportsleague:terms
16619,concept:county:leesville
16620,concept:skiarea:french_gulch
16621,concept:personaustralia:tim_duffy
16622,concept:actor:mary_williams_walsh
16623,concept:company:organizations
16624,concept:stateorprovince:baton_rouge
16625,concept:chemical:degradation
16626,concept:city:sun_valley
16627,concept:newspaper:interlink
16628,concept:visualizablescene:tirunelveli
16629,concept:nondiseasecondition:life
16630,concept:park:insider
16631,concept:sociopolitical:easy_task
16632,concept:county:n10_years
16633,concept:religion:focus
16634,concept:profession:consumers
16635,concept:geopoliticallocation:federal_way
16636,concept:geopoliticallocation:calexico
16637,concept:personus:republican_presidential_hopeful_john_mccain
16638,concept:university:new_york_state_education_department
16639,concept:person:rich
16640,concept:jobposition:patrons
16641,concept:clothing:waistcoats
16642,concept:company:mapquest
16643,concept:mlauthor:william_h__gates_iii
16644,concept:county:agricultural
16645,concept:vegetable:romaine
16646,concept:airport:perugia
16647,concept:profession:principal
16648,concept:radiostation:wgme
16649,concept:gamescore:n2_3
16650,concept:highway:west_branch
16651,concept:governmentorganization:superior_court
16652,concept:company:kxtx_tv
16653,concept:geopoliticallocation:youngstown
16654,concept:city:west_chester
16655,concept:professionalorganization:american_society
16656,concept:mountain:green_creek
16657,concept:personus:raul_ibanez
16658,concept:personmexico:los_angeles_dodgers
16659,concept:city:fort
16660,concept:drug:sodium
16661,concept:hotel:morgans
16662,concept:politicianus:obama_administration
16663,concept:politician:governor_bill_clinton
16664,concept:celebrity:yellowcard
16665,concept:personafrica:marvel
16666,concept:stateorprovince:nec
16667,concept:company:kdtv
16668,concept:ceo:jimmy_wales
16669,concept:programminglanguage:services
16670,concept:radiostation:kulr
16671,concept:clothing:black_tunic
16672,concept:country:european_states
16673,concept:visualizablething:download_one
16674,concept:skyscraper:gazprom_neft
16675,concept:city:roy
16676,concept:sportsteam:northern_iowa_panthers
16677,concept:politicsblog:slate
16678,concept:publication:fox_sports_net
16679,concept:geopoliticallocation:newfoundland
16680,concept:bank:alcoa_inc
16681,concept:automobilemodel:white_horse
16682,concept:publication:mirror_report
16683,concept:retailstore:stater_bros_
16684,concept:insect:aphids
16685,concept:bird:thrashers
16686,concept:city:marina
16687,concept:biotechcompany:invacare
16688,concept:geopoliticalorganization:mie_prefecture
16689,concept:language:serbian
16690,concept:personasia:mitch_stetter
16691,concept:company:tiaa_cref
16692,concept:musicartist:cocteau_twins
16693,concept:clothing:tshirt
16694,concept:sportsteam:edmonton_eskimos
16695,concept:sportsteam:byu_cougars
16696,concept:ceo:terry_gou
16697,concept:clothing:uniform_shirts
16698,concept:coach:south_carolina_gamecocks
16699,concept:organization:community_reinvestment_coalition
16700,concept:biotechcompany:yum__brands_inc
16701,concept:monument:area_residents
16702,concept:visualartmovement:asian_americans
16703,concept:biotechcompany:toshiba_corporation
16704,concept:month:july
16705,concept:politicianus:schools
16706,concept:skiarea:blue_ridge_manor
16707,concept:personus:scott_pelley
16708,concept:visualizablething:east_elmhurst
16709,concept:sportsteam:brooklyn_college_bulldogs
16710,concept:company:jetblue
16711,concept:clothing:casual_wear
16712,concept:clothing:button_shirt
16713,concept:university:boston_consulting_group
16714,concept:female:carol_moseley_braun
16715,concept:city:competition
16716,concept:celebrity:screen
16717,concept:clothing:blue_dress_pants
16718,concept:mollusk:find
16719,concept:animal:larger_mammals
16720,concept:clothing:piece_suit
16721,concept:ceo:irwin_jacobs
16722,concept:company:kero_tv
16723,concept:ceo:montie_brewer
16724,concept:musicartist:simon_lebon
16725,concept:location:veracruz
16726,concept:book:carousel
16727,concept:ethnicgroup:armenia
16728,concept:politician:senators_clinton
16729,concept:coach:miami_heat
16730,concept:governmentorganization:maine_department
16731,concept:clothing:dress_pants
16732,concept:animal:rates
16733,concept:person:mark_hackard
16734,concept:sportsleague:cbs_sports
16735,concept:company:mci
16736,concept:person:ken_block
16737,concept:city:chanute
16738,concept:personmexico:bob_welch
16739,concept:island:christmas_island
16740,concept:company:kdck
16741,concept:automobilemaker:rolls_royce_phantom
16742,concept:city:calgary
16743,concept:company:ktbo_tv
16744,concept:male:barak
16745,concept:person:justin
16746,concept:personus:bar_association
16747,concept:shoppingmall:fort_meade
16748,concept:retailstore:hermes
16749,concept:musicfestival:massey_hall
16750,concept:county:defuniak_springs
16751,concept:physicalaction:washing
16752,concept:person:p_j__carlesimo
16753,concept:city:thibodaux
16754,concept:company:financial_post001
16755,concept:person:tom
16756,concept:male:rugby
16757,concept:astronaut:african_american
16758,concept:personmexico:zack_wheeler
16759,concept:musicartist:wink
16760,concept:male:phil_lewis
16761,concept:newspaper:indianapolis_business_journal
16762,concept:televisionstation:wtwc_tv
16763,concept:personus:donald_trump
16764,concept:city:baltimore
16765,concept:olympics:mayor
16766,concept:sportsteam:big_12_gear
16767,concept:magazine:the_daily_show_with_jon_stewart
16768,concept:coach:anaheim_ducks
16769,concept:sportsteam:uc_davis_aggies
16770,concept:personmexico:antonio_villaraigosa
16771,concept:hotel:ramada_inn_wilshire
16772,concept:creativework:hard_water
16773,concept:clothing:white_tuxedo_shirts
16774,concept:athlete:lucas_harrell
16775,concept:radiostation:wpgh_tv
16776,concept:athlete:dates
16777,concept:televisionstation:kusa
16778,concept:musician:guy_garvey
16779,concept:company:bellsouth
16780,concept:person:christiane_amanpour001
16781,concept:coach:hayes
16782,concept:radiostation:wftc
16783,concept:city:nuuk
16784,concept:radiostation:ktka_tv
16785,concept:company:case
16786,concept:sportsleague:nascar_nascar
16787,concept:university:rocky_mountain_news
16788,concept:city:s_o_paulo
16789,concept:county:westport
16790,concept:clothing:boot_styles
16791,concept:athlete:ryan
16792,concept:city:u__s
16793,concept:clothing:bikini_bottoms
16794,concept:street:laurel_hill
16795,concept:planet:content
16796,concept:programminglanguage:news
16797,concept:biotechcompany:phrma
16798,concept:beverage:set_up
16799,concept:automobilemaker:mitsubishi
16800,concept:eventoutcome:age
16801,concept:city:torquay
16802,concept:geopoliticalorganization:maseru
16803,concept:company:eds
16804,concept:militaryeventtype:regimes
16805,concept:personaustralia:terry_jones
16806,concept:museum:franklin
16807,concept:city:mccook
16808,concept:personus:john_wren
16809,concept:personaustralia:angry_anderson
16810,concept:geopoliticalorganization:malawi
16811,concept:city:kapp
16812,concept:newspaper:national_grid
16813,concept:governmentorganization:bureau_of_prisons
16814,concept:geopoliticallocation:option
16815,concept:island:st_paul
16816,concept:country:the_gambia
16817,concept:clothing:jump_suit
16818,concept:male:band
16819,concept:room:offers
16820,concept:company:salon
16821,concept:island:stephen
16822,concept:street:thorn
16823,concept:clothing:dark_suit
16824,concept:country:mexico
16825,concept:geopoliticallocation:grand_forks
16826,concept:city:urbana
16827,concept:clothing:flowy_skirt
16828,concept:website:ovi
16829,concept:clothing:baseball_hat
16830,concept:city:cabot
16831,concept:automobilemaker:plymouth
16832,concept:vertebrate:ships
16833,concept:blog:publishers_weekly
16834,concept:biotechcompany:sprint
16835,concept:software:capcom_co_
16836,concept:musicalbum:drive
16837,concept:city:doncaster
16838,concept:arthropod:homes
16839,concept:sport:peoria
16840,concept:county:tallahassee
16841,concept:city:waterbury
16842,concept:company:whno_tv
16843,concept:company:weyi
16844,concept:stateorprovince:state_legislatures
16845,concept:personus:thomas_watson
16846,concept:tradeunion:congress
16847,concept:company:wqpt_tv
16848,concept:person:leslie_moonves
16849,concept:book:description
16850,concept:city:the_country
16851,concept:city:hawaii
16852,concept:automobilemaker:jaguar
16853,concept:female:group
16854,concept:politician:funding
16855,concept:musicsong:evidence
16856,concept:televisionstation:wcbd
16857,concept:sportsteam:indianapolis_greyhounds
16858,concept:bank:novartis
16859,concept:ceo:william_green
16860,concept:visualizableattribute:scenarios
16861,concept:male:jesus_christ
16862,concept:mammal:wild_cats
16863,concept:radiostation:whag
16864,concept:musician:chris_coleman
16865,concept:park:lagoon
16866,concept:stadiumoreventvenue:safeco_field
16867,concept:profession:matters
16868,concept:celebrity:juvenile
16869,concept:geopoliticalorganization:brooklyn_center
16870,concept:athlete:logan_morrison
16871,concept:person:natalia_bessmertnova
16872,concept:televisionshow:degree_programs
16873,concept:hotel:gershwin
16874,concept:radiostation:kpvi
16875,concept:company:inc
16876,concept:physicalaction:delivery
16877,concept:monarch:alumni_association
16878,concept:ceo:leif_johansson
16879,concept:clothing:hip_hugger_jeans
16880,concept:language:javanese
16881,concept:televisionstation:kctv_tv
16882,concept:dateliteral:n1938
16883,concept:emotion:great_pains
16884,concept:journalist:daniel_gross
16885,concept:city:bologna
16886,concept:clothing:patterned_skirt
16887,concept:city:northampton
16888,concept:country:northern_india
16889,concept:geopoliticalorganization:uk__denmark
16890,concept:charactertrait:plethora
16891,concept:cognitiveactions:learning
16892,concept:company:wtct_tv
16893,concept:bird:starlings
16894,concept:televisionstation:wpne
16895,concept:river:arts
16896,concept:academicfield:systems_design
16897,concept:geopoliticallocation:westbury
16898,concept:biotechcompany:msft_
16899,concept:clothing:crop_top
16900,concept:journalist:cal_thomas
16901,concept:company:wacy_tv
16902,concept:person:hancock
16903,concept:profession:cape_may
16904,concept:sociopolitical:justice
16905,concept:city:monroe
16906,concept:mlconference:msn
16907,concept:governmentorganization:techniques
16908,concept:researchproject:jersey_research
16909,concept:bird:geese
16910,concept:currency:baht
16911,concept:geopoliticallocation:island_nations
16912,concept:programminglanguage:best
16913,concept:stadiumoreventvenue:electric_factory
16914,concept:website:light
16915,concept:nongovorganization:sldn
16916,concept:politician:senator_schumer
16917,concept:animal:canids
16918,concept:musicalbum:n8_00
16919,concept:city:philly
16920,concept:politicsissue:advancement
16921,concept:website:search_yahoo_com
16922,concept:geopoliticallocation:cape_verde
16923,concept:country:inner_mongolia
16924,concept:clothing:color_shirt
16925,concept:clothing:jackets
16926,concept:city:canandaigua
16927,concept:clothing:colored_shirt
16928,concept:company:ameritech
16929,concept:university:peace_academy
16930,concept:writer:tom_rogers
16931,concept:physicalaction:visa
16932,concept:country:czechoslovakia
16933,concept:ceo:evan_williams
16934,concept:company:eva_air
16935,concept:software:office_excel
16936,concept:governmentorganization:human_resources
16937,concept:county:waycross
16938,concept:country:maldives
16939,concept:retailstore:adidas
16940,concept:protein:noti
16941,concept:city:jeffersonville
16942,concept:organization:department_associate
16943,concept:company:wsj
16944,concept:website:accident
16945,concept:newspaper:michigan
16946,concept:clothing:dept
16947,concept:eventoutcome:aid
16948,concept:ceo:naguib_sawiris
16949,concept:hotel:elan_hotel
16950,concept:geometricshape:degree
16951,concept:protein:nucleus
16952,concept:politicsblog:oakland_tribune
16953,concept:clothing:trousers
16954,concept:visualizablething:san_bernadino
16955,concept:island:north_houston
16956,concept:hotel:hotel_victoria
16957,concept:blog:new_york_sun
16958,concept:ethnicgroup:argon
16959,concept:vegetable:bean_sprouts
16960,concept:person:v_p__singh
16961,concept:religion:city_view_heights
16962,concept:city:madagascar
16963,concept:weapon:security_council
16964,concept:televisionstation:kcal
16965,concept:book:left
16966,concept:person:bill_bordley
16967,concept:city:east_pittsburgh
16968,concept:island:dolphins
16969,concept:city:bishop
16970,concept:athlete:florida_a_m_rattlers
16971,concept:personus:aubrey_huff
16972,concept:mldataset:n25
16973,concept:person:n3_
16974,concept:year:n1952
16975,concept:journalist:hoda_kotb
16976,concept:stadiumoreventvenue:war_memorial_opera_house
16977,concept:male:cal_ripken
16978,concept:televisionstation:kdrv_tv
16979,concept:clothing:running_shorts
16980,concept:stateorprovince:new_nc_state
16981,concept:geopoliticallocation:bahia
16982,concept:sportsequipment:goal
16983,concept:city:roskilde
16984,concept:sociopolitical:secretary
16985,concept:clothing:open_necked_shirt
16986,concept:company:wwup_tv
16987,concept:organization:new_york_city_council
16988,concept:geopoliticallocation:murfreesboro
16989,concept:year:n1937
16990,concept:person:million_people
16991,concept:stadiumoreventvenue:convention_center
16992,concept:jobposition:executive_vice
16993,concept:biotechcompany:bio_rad
16994,concept:company:agora
